miRNA,SRR5896100,SRR5914587,SRR5914588,SRR5914589,SRR5914590,SRR5914591,SRR5914592,SRR5914593,SRR5914594,SRR5914595,SRR5914596,SRR5914597,SRR5914598,SRR5914599,SRR5914600,SRR5914601,SRR5914602,SRR5914603,SRR5914604,SRR5914605,SRR5914606,SRR5914607,SRR5914608,SRR5914609,SRR5914610,SRR5914611,SRR5914612,SRR5914613,SRR5914614,SRR5914615,SRR5914616,SRR5914617,SRR5914618,SRR5914619,SRR5914620,SRR5914621,SRR5914622,SRR5914623,SRR5914624,SRR5914625,SRR5914626,SRR5914627,SRR5914628,SRR5914629,SRR5914630,SRR5914631,SRR5914632,SRR5914633,SRR5914634,SRR5914635,SRR5914636,SRR5914637,SRR5914638,SRR5914639,SRR5914640,SRR5914641,SRR5914642,SRR5914643,SRR5914644,SRR5914645,SRR5914646,SRR5914647,SRR5914648,SRR5914649,SRR5914650,SRR5914652,SRR5914653,SRR5914654,SRR5914655,SRR5914656,SRR5914657,SRR5914658,SRR5914659,SRR5914660,SRR5914661,SRR5914662,SRR5914663,SRR5914664,SRR5914665,SRR5914666,SRR5914667,SRR5914668,SRR5914669,SRR5914670,SRR5914671,SRR5914672,SRR5914673
Hsa-Mir-146-P2_3p* chr10 segs:1-30 cds:+:102436555-102436584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P2_5p,12220.0,14628.0,7212.0,3586.0,8104.0,6762.0,0.0,3740.0,7899.0,5367.0,3236.0,10359.0,4299.0,8365.0,11103.0,17730.0,7206.0,18404.0,66926.0,2288.0,3959.0,1892.0,9864.0,6933.0,7013.0,4736.0,8179.0,7473.0,16083.0,6657.0,38542.0,12613.0,4683.0,10714.0,13452.0,5116.0,12920.0,16778.0,3595.0,20755.0,18220.0,19518.0,7463.0,7098.0,36083.0,11168.0,8383.0,20539.0,9774.0,28263.0,6279.0,21231.0,27463.0,13794.0,23420.0,17911.0,15577.0,19246.0,11471.0,11177.0,2820.0,8184.0,19613.0,9064.0,21361.0,65300.0,10395.0,6806.0,10877.0,8621.0,4405.0,3846.0,13504.0,8478.0,11088.0,14577.0,15095.0,24929.0,16538.0,36478.0,9236.0,9524.0,5185.0,27992.0,9283.0,19686.0,3463.0
Hsa-Mir-146-P2_5p chr10 segs:1-32 cds:+:102436518-102436549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v1_3p chr15 segs:1-30 cds:+:45433096-45433125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v1_5p* chr15 segs:1-31 cds:+:45433058-45433088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v2_3p chr15 segs:1-30 cds:+:45433095-45433124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v2_5p* chr15 segs:1-30 cds:+:45433059-45433088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147_3p,4.0,80.0,88.0,51.0,18.0,40.0,0.0,28.0,74.0,30.0,7.0,12.0,0.0,60.0,78.0,121.0,45.0,47.0,83.0,85.0,27.0,18.0,32.0,73.0,121.0,86.0,39.0,27.0,11.0,42.0,67.0,75.0,29.0,84.0,71.0,88.0,38.0,97.0,54.0,35.0,165.0,63.0,57.0,4.0,43.0,65.0,48.0,21.0,8.0,236.0,33.0,22.0,41.0,42.0,44.0,63.0,69.0,91.0,87.0,129.0,87.0,69.0,191.0,7.0,175.0,107.0,89.0,118.0,48.0,141.0,54.0,76.0,54.0,31.0,87.0,8.0,37.0,91.0,29.0,129.0,65.0,17.0,8.0,104.0,183.0,36.0,4.0
Hsa-Mir-147_5p*,0.0,9.0,4.0,5.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,4.0,10.0,5.0,2.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,4.0,5.0,7.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,19.0,0.0,0.0,0.0,5.0,3.0,0.0,7.0,6.0,6.0,12.0,4.0,0.0,14.0,0.0,20.0,4.0,4.0,4.0,0.0,8.0,5.0,2.0,5.0,0.0,11.0,0.0,5.0,6.0,3.0,12.0,8.0,0.0,0.0,4.0,5.0,0.0,3.0
Hsa-Mir-148-P1_3p,135687.0,75649.0,150463.0,53355.0,102904.0,120640.0,0.0,64326.0,67677.0,24324.0,46102.0,17605.0,17180.0,36693.0,54421.0,41033.0,108782.0,86582.0,25220.0,31364.0,93202.0,43248.0,55061.0,62958.0,101075.0,94110.0,70960.0,36901.0,55963.0,92764.0,19447.0,52382.0,240620.0,72847.0,53821.0,38400.0,240524.0,106237.0,171460.0,66106.0,40242.0,52685.0,48091.0,43233.0,62843.0,54374.0,91167.0,79122.0,10192.0,110336.0,107243.0,62412.0,28490.0,113401.0,83127.0,14378.0,29730.0,15387.0,58634.0,18608.0,46486.0,29797.0,64619.0,116452.0,75717.0,24906.0,101441.0,73446.0,45098.0,30260.0,102632.0,99893.0,100940.0,116951.0,53046.0,42480.0,44015.0,52050.0,58651.0,39253.0,84704.0,35036.0,18618.0,54768.0,56026.0,30663.0,22442.0
Hsa-Mir-148-P1_3p chr7 segs:1-30 cds:-:25949916-25949945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P1_5p*,1721.0,1931.0,1904.0,789.0,1471.0,1923.0,0.0,991.0,848.0,516.0,788.0,386.0,302.0,1064.0,887.0,729.0,1324.0,923.0,526.0,555.0,1316.0,593.0,656.0,790.0,2160.0,1097.0,1191.0,828.0,813.0,1880.0,476.0,416.0,3705.0,969.0,994.0,527.0,4935.0,1653.0,2569.0,614.0,588.0,1184.0,807.0,861.0,1133.0,1281.0,1402.0,1233.0,205.0,1511.0,1270.0,1407.0,550.0,1887.0,698.0,221.0,701.0,267.0,924.0,438.0,546.0,369.0,739.0,1831.0,1597.0,605.0,1501.0,1265.0,978.0,757.0,1899.0,1389.0,1451.0,2268.0,822.0,775.0,752.0,753.0,987.0,543.0,1435.0,379.0,317.0,1087.0,920.0,386.0,320.0
Hsa-Mir-148-P1_5p* chr7 segs:1-30 cds:-:25949954-25949983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P2_3p,144.0,112.0,472.0,46.0,141.0,469.0,0.0,103.0,283.0,62.0,208.0,79.0,125.0,101.0,286.0,224.0,409.0,247.0,210.0,75.0,116.0,56.0,358.0,386.0,251.0,256.0,281.0,165.0,501.0,238.0,156.0,994.0,458.0,319.0,88.0,38.0,274.0,353.0,158.0,1072.0,341.0,154.0,54.0,43.0,258.0,254.0,366.0,210.0,76.0,388.0,138.0,128.0,231.0,188.0,351.0,99.0,201.0,224.0,280.0,130.0,100.0,463.0,533.0,312.0,394.0,148.0,347.0,141.0,202.0,78.0,280.0,218.0,405.0,242.0,346.0,202.0,276.0,295.0,384.0,675.0,246.0,233.0,372.0,152.0,219.0,343.0,77.0
Hsa-Mir-148-P2_3p chr17 segs:1-29 cds:-:48037168-48037196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P2_5p*,11.0,7.0,30.0,2.0,17.0,36.0,0.0,9.0,27.0,6.0,29.0,6.0,7.0,5.0,12.0,14.0,27.0,20.0,30.0,5.0,9.0,3.0,23.0,23.0,20.0,8.0,21.0,13.0,32.0,13.0,19.0,41.0,40.0,25.0,5.0,3.0,23.0,20.0,16.0,52.0,39.0,12.0,7.0,4.0,20.0,17.0,23.0,20.0,9.0,26.0,4.0,17.0,17.0,13.0,22.0,4.0,21.0,13.0,17.0,26.0,5.0,33.0,24.0,25.0,41.0,21.0,25.0,3.0,32.0,5.0,34.0,16.0,38.0,20.0,20.0,9.0,16.0,16.0,31.0,32.0,16.0,19.0,30.0,17.0,6.0,21.0,8.0
Hsa-Mir-148-P2_5p* chr17 segs:1-31 cds:-:48037204-48037234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P3_3p,2421.0,1645.0,3439.0,797.0,2748.0,4173.0,0.0,2033.0,1787.0,847.0,1334.0,832.0,800.0,832.0,1874.0,1994.0,2548.0,3014.0,1610.0,1573.0,1225.0,581.0,2906.0,3221.0,1828.0,2147.0,1522.0,1315.0,2522.0,2033.0,1447.0,3106.0,5677.0,2490.0,1544.0,923.0,3173.0,1950.0,4489.0,3312.0,2099.0,1306.0,1066.0,1546.0,1177.0,1782.0,2052.0,1441.0,627.0,4048.0,1308.0,1255.0,1311.0,1958.0,2072.0,583.0,1481.0,1398.0,2068.0,1541.0,2109.0,2407.0,2045.0,1538.0,3105.0,883.0,2206.0,1337.0,1755.0,1742.0,2501.0,2619.0,2342.0,2014.0,1917.0,1084.0,1293.0,1602.0,1991.0,2419.0,1797.0,1303.0,2437.0,1967.0,1340.0,1629.0,556.0
Hsa-Mir-148-P3_3p chr12 segs:1-30 cds:+:54337276-54337305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P3_5p*,179.0,166.0,220.0,43.0,223.0,326.0,0.0,148.0,134.0,80.0,143.0,97.0,68.0,52.0,131.0,160.0,193.0,202.0,153.0,130.0,74.0,45.0,200.0,245.0,108.0,144.0,122.0,110.0,209.0,204.0,146.0,181.0,430.0,201.0,123.0,74.0,293.0,131.0,396.0,215.0,140.0,137.0,110.0,87.0,91.0,144.0,123.0,135.0,67.0,216.0,82.0,108.0,133.0,239.0,194.0,48.0,146.0,129.0,178.0,163.0,149.0,153.0,121.0,117.0,281.0,60.0,162.0,130.0,176.0,176.0,219.0,162.0,156.0,152.0,127.0,88.0,124.0,72.0,188.0,164.0,160.0,82.0,202.0,199.0,89.0,136.0,39.0
Hsa-Mir-148-P3_5p* chr12 segs:1-32 cds:+:54337237-54337268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-149_3p* chr2 segs:1-30 cds:+:240456053-240456082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-149_5p,13.0,10.0,35.0,6.0,66.0,196.0,0.0,11.0,40.0,16.0,57.0,35.0,20.0,27.0,49.0,25.0,151.0,39.0,4.0,19.0,40.0,14.0,157.0,186.0,17.0,50.0,22.0,51.0,38.0,78.0,33.0,196.0,162.0,99.0,5.0,8.0,22.0,56.0,39.0,119.0,41.0,13.0,4.0,7.0,30.0,47.0,91.0,30.0,19.0,34.0,12.0,3.0,13.0,4.0,42.0,4.0,34.0,25.0,47.0,42.0,46.0,78.0,60.0,22.0,105.0,5.0,40.0,20.0,19.0,39.0,95.0,62.0,78.0,83.0,33.0,24.0,26.0,21.0,11.0,92.0,36.0,22.0,99.0,33.0,24.0,40.0,14.0
Hsa-Mir-149_5p chr2 segs:1-31 cds:+:240456013-240456043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1a_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1a_3p* chr13 segs:1-30 cds:-:50049124-50049153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1a_5p,1372.0,580.0,1552.0,569.0,317.0,1034.0,0.0,745.0,773.0,366.0,562.0,432.0,267.0,522.0,1438.0,736.0,1303.0,1282.0,1057.0,980.0,984.0,427.0,1239.0,1140.0,657.0,1173.0,1073.0,547.0,1131.0,818.0,949.0,1159.0,1004.0,1472.0,334.0,541.0,1406.0,1059.0,679.0,1518.0,1131.0,479.0,568.0,409.0,549.0,762.0,839.0,1375.0,223.0,978.0,792.0,563.0,772.0,807.0,917.0,434.0,898.0,884.0,969.0,871.0,920.0,1686.0,1418.0,1368.0,1812.0,466.0,1017.0,1454.0,428.0,888.0,495.0,1083.0,1196.0,1246.0,1203.0,701.0,336.0,554.0,564.0,1884.0,1375.0,1132.0,1935.0,919.0,898.0,827.0,382.0
Hsa-Mir-15-P1a_5p chr13 segs:1-30 cds:-:50049161-50049190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1b_3p*,141.0,84.0,164.0,45.0,100.0,138.0,0.0,55.0,67.0,36.0,74.0,58.0,59.0,67.0,142.0,92.0,102.0,68.0,202.0,88.0,61.0,24.0,118.0,161.0,107.0,75.0,68.0,61.0,151.0,85.0,135.0,131.0,160.0,136.0,45.0,24.0,162.0,127.0,197.0,118.0,107.0,63.0,33.0,32.0,74.0,90.0,93.0,72.0,66.0,216.0,43.0,51.0,72.0,131.0,58.0,35.0,66.0,82.0,120.0,102.0,132.0,203.0,115.0,43.0,194.0,57.0,118.0,138.0,70.0,118.0,131.0,98.0,88.0,100.0,85.0,66.0,52.0,106.0,76.0,121.0,132.0,37.0,184.0,121.0,81.0,48.0,28.0
Hsa-Mir-15-P1b_3p* chr3 segs:1-30 cds:+:160404643-160404672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1b_5p,750.0,388.0,1271.0,323.0,150.0,549.0,0.0,395.0,363.0,158.0,212.0,407.0,219.0,747.0,988.0,523.0,709.0,723.0,914.0,504.0,461.0,216.0,740.0,800.0,690.0,673.0,575.0,547.0,655.0,394.0,696.0,724.0,666.0,789.0,308.0,181.0,988.0,488.0,378.0,650.0,834.0,522.0,345.0,325.0,506.0,665.0,506.0,586.0,345.0,1063.0,457.0,503.0,503.0,774.0,535.0,304.0,478.0,472.0,552.0,725.0,625.0,1095.0,864.0,410.0,1409.0,395.0,633.0,1105.0,253.0,720.0,388.0,590.0,430.0,819.0,904.0,427.0,218.0,510.0,528.0,801.0,712.0,351.0,1085.0,689.0,649.0,463.0,189.0
Hsa-Mir-15-P1b_5p chr3 segs:1-30 cds:+:160404605-160404634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1c_3p* chr17 segs:1-30 cds:-:7017932-7017961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
