miRNA,M1,M10,M11_2,M12_1,M12_2,M13,M13_2,M14_1,M14_2,M16,M18,M19,M2,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M34,M35_1,M35_2,M38,M39_1,M39_2,M4,M40,M5,M6
Hsa-Mir-153-P2_3p chr7 segs:1-30 cds:-:157574343-157574372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-153-P2_5p*,0.0,0.0,0.0,5.0,5.0,0.0,16.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0
Hsa-Mir-153-P2_5p* chr7 segs:1-31 cds:-:157574381-157574411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P10_3p,0.0,37.0,114.0,101.0,34.0,50.0,81.0,77.0,31.0,99.0,35.0,26.0,8.0,24.0,67.0,57.0,0.0,136.0,71.0,39.0,30.0,22.0,8.0,35.0,18.0,0.0,22.0,111.0,43.0,5.0,89.0,25.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P10_3p chr14 segs:1-30 cds:+:101054350-101054379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P10_5p,7.0,21.0,87.0,39.0,11.0,36.0,36.0,52.0,76.0,48.0,22.0,19.0,10.0,24.0,9.0,10.0,10.0,37.0,63.0,58.0,35.0,20.0,28.0,17.0,35.0,0.0,21.0,25.0,25.0,20.0,48.0,79.0,17.0,12.0,27.0,46.0
Hsa-Mir-154-P10_5p chr14 segs:1-30 cds:+:101054314-101054343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P12_3p,72.0,413.0,862.0,564.0,126.0,393.0,169.0,608.0,695.0,764.0,322.0,358.0,120.0,276.0,100.0,363.0,117.0,372.0,528.0,795.0,418.0,288.0,266.0,300.0,642.0,14.0,376.0,448.0,312.0,111.0,285.0,504.0,119.0,150.0,166.0,486.0
Hsa-Mir-154-P12_3p chr14 segs:1-29 cds:+:101065959-101065987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P12_5p* chr14 segs:1-29 cds:+:101065923-101065951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P13_3p*,4.0,21.0,24.0,28.0,0.0,10.0,7.0,18.0,20.0,34.0,7.0,9.0,5.0,4.0,2.0,9.0,9.0,20.0,33.0,22.0,16.0,12.0,4.0,12.0,24.0,0.0,10.0,8.0,10.0,6.0,18.0,33.0,6.0,4.0,6.0,22.0
Hsa-Mir-154-P13_3p* chr14 segs:1-29 cds:+:101023373-101023401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P13_5p,279.0,2046.0,4600.0,2384.0,513.0,1333.0,762.0,2213.0,3090.0,2813.0,870.0,1111.0,326.0,788.0,528.0,1126.0,400.0,1616.0,2874.0,2874.0,1405.0,1227.0,1133.0,826.0,2947.0,34.0,2191.0,1425.0,976.0,781.0,1993.0,5196.0,383.0,588.0,781.0,1533.0
Hsa-Mir-154-P13_5p chr14 segs:1-29 cds:+:101023338-101023366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P14_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P14_3p* chr14 segs:1-29 cds:+:101065497-101065525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P14_3p*.SNPA chr14 segs:1-29 cds:+:101065497-101065525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P14_3p*.SNPC chr14 segs:1-29 cds:+:101065497-101065525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P14_5p,3.0,8.0,10.0,3.0,3.0,10.0,9.0,13.0,17.0,9.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,5.0,11.0,3.0,4.0,6.0,15.0
Hsa-Mir-154-P14_5p chr14 segs:1-31 cds:+:101065463-101065493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P15_3p*,0.0,12.0,35.0,24.0,5.0,19.0,13.0,28.0,21.0,70.0,15.0,5.0,5.0,21.0,4.0,8.0,8.0,11.0,26.0,13.0,4.0,3.0,9.0,13.0,30.0,0.0,14.0,36.0,19.0,13.0,15.0,22.0,8.0,3.0,13.0,18.0
Hsa-Mir-154-P15_3p* chr14 segs:1-30 cds:+:101055462-101055491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P15_5p,2.0,11.0,66.0,25.0,6.0,17.0,17.0,30.0,21.0,33.0,0.0,14.0,0.0,6.0,5.0,12.0,11.0,22.0,18.0,6.0,12.0,8.0,12.0,5.0,21.0,0.0,18.0,13.0,14.0,6.0,41.0,59.0,6.0,0.0,17.0,19.0
Hsa-Mir-154-P15_5p chr14 segs:1-31 cds:+:101055425-101055455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P16_3p,0.0,8.0,38.0,26.0,2.0,14.0,11.0,16.0,25.0,35.0,9.0,7.0,4.0,11.0,9.0,6.0,11.0,21.0,16.0,3.0,20.0,20.0,13.0,6.0,18.0,0.0,17.0,15.0,10.0,9.0,4.0,17.0,8.0,7.0,6.0,26.0
Hsa-Mir-154-P16_3p chr14 segs:1-30 cds:+:101052492-101052521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P16_5p,0.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
Hsa-Mir-154-P16_5p chr14 segs:1-30 cds:+:101052456-101052485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P17_3p,17.0,33.0,184.0,197.0,18.0,56.0,58.0,122.0,75.0,115.0,31.0,51.0,17.0,15.0,15.0,33.0,17.0,78.0,74.0,40.0,75.0,53.0,38.0,35.0,87.0,0.0,70.0,54.0,47.0,8.0,49.0,95.0,27.0,20.0,43.0,127.0
Hsa-Mir-154-P17_3p chr14 segs:1-30 cds:+:101046503-101046532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P17_5p*,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P17_5p* chr14 segs:1-30 cds:+:101046467-101046496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P18_3p,9.0,5.0,24.0,114.0,3.0,17.0,17.0,34.0,5.0,36.0,12.0,6.0,4.0,9.0,11.0,6.0,7.0,34.0,51.0,33.0,22.0,22.0,6.0,9.0,5.0,0.0,4.0,38.0,7.0,4.0,6.0,17.0,12.0,0.0,5.0,129.0
Hsa-Mir-154-P18_3p chr14 segs:1-31 cds:+:101029679-101029709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P18_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P18_5p* chr14 segs:1-31 cds:+:101029646-101029676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P19_3p,3.0,24.0,37.0,26.0,10.0,16.0,9.0,26.0,38.0,72.0,16.0,11.0,3.0,0.0,6.0,10.0,5.0,22.0,17.0,16.0,8.0,14.0,4.0,10.0,22.0,0.0,8.0,27.0,12.0,8.0,8.0,24.0,8.0,6.0,7.0,24.0
Hsa-Mir-154-P19_3p chr14 segs:1-30 cds:+:101033802-101033831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P19_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P19_5p* chr14 segs:1-30 cds:+:101033766-101033795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P1_3p,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P1_3p chr14 segs:1-30 cds:+:101059803-101059832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P1_5p,5.0,9.0,22.0,26.0,8.0,23.0,12.0,23.0,13.0,54.0,13.0,12.0,4.0,14.0,8.0,14.0,2.0,14.0,32.0,9.0,7.0,12.0,3.0,8.0,13.0,0.0,6.0,8.0,9.0,2.0,10.0,16.0,7.0,3.0,15.0,10.0
Hsa-Mir-154-P1_5p chr14 segs:1-30 cds:+:101059767-101059796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P2-v1_3p chr14 segs:1-30 cds:+:101023830-101023859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P2-v1_5p* chr14 segs:1-30 cds:+:101023797-101023826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P2-v2_3p* chr14 segs:1-30 cds:+:101023829-101023858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P2-v2_5p chr14 segs:1-30 cds:+:101023798-101023827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P20-v1_3p chr14 segs:1-30 cds:+:101060626-101060655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P20-v1_5p* chr14 segs:1-30 cds:+:101060594-101060623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P20-v2_3p chr14 segs:1-29 cds:+:101060628-101060656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P20-v2_5p* chr14 segs:1-31 cds:+:101060593-101060623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P20_3p,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,12.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,9.0
Hsa-Mir-154-P20_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P21_3p,10.0,45.0,136.0,107.0,0.0,129.0,29.0,112.0,127.0,92.0,27.0,59.0,51.0,15.0,34.0,22.0,27.0,66.0,68.0,17.0,62.0,65.0,28.0,34.0,29.0,0.0,48.0,65.0,43.0,0.0,11.0,115.0,32.0,39.0,43.0,87.0
Hsa-Mir-154-P21_3p chr14 segs:1-32 cds:+:101047367-101047398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P21_5p*,0.0,4.0,6.0,10.0,0.0,3.0,0.0,5.0,21.0,3.0,0.0,4.0,3.0,0.0,0.0,5.0,3.0,5.0,8.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,11.0
Hsa-Mir-154-P21_5p* chr14 segs:1-32 cds:+:101047327-101047358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P22_3p,4.0,5.0,34.0,22.0,4.0,10.0,9.0,14.0,10.0,42.0,9.0,4.0,5.0,4.0,0.0,3.0,7.0,13.0,16.0,6.0,4.0,7.0,25.0,6.0,15.0,0.0,21.0,8.0,7.0,3.0,11.0,15.0,0.0,3.0,7.0,14.0
Hsa-Mir-154-P22_3p chr14 segs:1-30 cds:+:101032031-101032060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P22_5p*,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P22_5p* chr14 segs:1-30 cds:+:101031995-101032024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P23_3p,140.0,899.0,1392.0,1085.0,162.0,621.0,446.0,1254.0,1330.0,1635.0,270.0,492.0,180.0,143.0,234.0,565.0,233.0,939.0,1129.0,429.0,644.0,526.0,351.0,385.0,1484.0,39.0,734.0,582.0,624.0,175.0,602.0,1688.0,152.0,179.0,223.0,741.0
Hsa-Mir-154-P23_3p chr14 segs:1-29 cds:+:101040267-101040295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P23_5p*,6.0,20.0,58.0,21.0,8.0,19.0,4.0,21.0,23.0,28.0,15.0,0.0,10.0,12.0,0.0,8.0,10.0,12.0,29.0,25.0,20.0,18.0,23.0,7.0,21.0,0.0,15.0,17.0,10.0,11.0,23.0,26.0,0.0,8.0,11.0,15.0
Hsa-Mir-154-P23_5p* chr14 segs:1-30 cds:+:101040232-101040261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P24_3p,0.0,5.0,13.0,15.0,5.0,2.0,5.0,16.0,11.0,18.0,4.0,7.0,4.0,4.0,5.0,0.0,3.0,6.0,15.0,9.0,5.0,3.0,2.0,6.0,9.0,0.0,0.0,6.0,6.0,0.0,8.0,13.0,0.0,0.0,3.0,13.0
Hsa-Mir-154-P24_3p chr14 segs:1-30 cds:+:101049608-101049637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P24_5p*,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Hsa-Mir-154-P24_5p* chr14 segs:1-30 cds:+:101049570-101049599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P25_3p,6.0,5.0,25.0,31.0,5.0,17.0,11.0,13.0,11.0,44.0,6.0,7.0,0.0,0.0,7.0,2.0,5.0,13.0,26.0,14.0,11.0,5.0,10.0,5.0,21.0,4.0,23.0,13.0,7.0,0.0,5.0,25.0,5.0,6.0,5.0,20.0
Hsa-Mir-154-P25_3p chr14 segs:1-29 cds:+:101066764-101066792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P25_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P25_5p* chr14 segs:1-29 cds:+:101066729-101066757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P26_3p,7.0,8.0,71.0,55.0,6.0,23.0,10.0,35.0,40.0,77.0,10.0,13.0,0.0,15.0,8.0,22.0,13.0,44.0,58.0,27.0,36.0,25.0,16.0,14.0,52.0,0.0,19.0,25.0,13.0,14.0,19.0,48.0,9.0,6.0,14.0,33.0
Hsa-Mir-154-P26_3p chr14 segs:1-30 cds:+:101026069-101026098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P26_5p*,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P26_5p* chr14 segs:1-30 cds:+:101026033-101026062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P27_3p,28.0,96.0,163.0,226.0,47.0,219.0,68.0,246.0,210.0,169.0,84.0,174.0,50.0,88.0,52.0,108.0,28.0,127.0,254.0,529.0,159.0,123.0,55.0,59.0,130.0,5.0,87.0,183.0,103.0,34.0,53.0,141.0,45.0,33.0,72.0,231.0
