miRNA,COMET-0122M2_S39_R1_001,COMET-0128M1_S30_R1_001,COMET-0138M1_S31_R1_001,COMET-0145M1_S32_R1_001,COMET-0182M1_S33_R1_001,COMET-0186M1_S34_R1_001,COMET-0190M1_S35_R1_001,COMET-0227M1_S36_R1_001,COMET-0242M1_S37_R1_001,COMET-0243M1_S40_R1_001,COMET-0252M1_S38_R1_001,Lme-0003M1-1_S13_R1_001,Lme-0009M1-1_S14_R1_001,Lme-0012M1-1_S17_R1_001,Lme-0013M1-1_S18_R1_001,Lme-0017M1-1_S15_R1_001,Lme-0026M1-1_S16_R1_001,Lme-0027M1-1_S1_R1_001,Lme-0033M1-2_S2_R1_001,Lme-0035M1-2_S3_R1_001,Lme-0042M1-2_S4_R1_001,Lme-0043M1-2_S5_R1_001,Lme-0047M1-2_S6_R1_001,Lme-0052M1-1_S7_R1_001,Lme-0063M1-2_S8_R1_001,Lme-0066M1-1_S9_R1_001,Lme-0072M1-2_S10_R1_001,Lme-0078M1-2_S11_R1_001,Lme-0081M1-1_S12_R1_001,PC-0031M1-1_S22_R1_001,PC-0048M1-1_S19_R1_001,PC-0083M1-1_S26_R1_001,PC-0108M1-1_S23_R1_001,PC-0160M1-1_S24_R1_001,PC-0161M1-1_S21_R1_001,PC-0284M1-1_S25_R1_001,PC-0301M1-3_S27_R1_001,PC-0714M1-1_S28_R1_001,PCB-0049M1-1_S20_R1_001,PCB-0234M1-1_S29_R1_001
Hsa-Mir-133-P3-v1_3p chr6 segs:1-30 cds:+:52148986-52149015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-133-P3-v1_5p* chr6 segs:1-30 cds:+:52148949-52148978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-133-P3-v2_3p chr6 segs:1-29 cds:+:52148987-52149015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-133-P3-v2_5p* chr6 segs:1-29 cds:+:52148949-52148977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-133-P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1343_3p,3.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,11.0,0.0,4.0,0.0,0.0,3.0,3.0,4.0,0.0,6.0,0.0,0.0,6.0,8.0,2.0,7.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,8.0,4.0,5.0,0.0,6.0
Hsa-Mir-1343_3p chr11 segs:1-30 cds:+:34941886-34941915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1343_5p* chr11 segs:1-30 cds:+:34941849-34941878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-134_3p*,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,12.0,0.0,4.0,7.0,12.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,10.0,9.0,6.0,3.0,0.0,7.0,5.0,3.0
Hsa-Mir-134_3p* chr14 segs:1-30 cds:+:101054731-101054760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-134_5p,109.0,181.0,56.0,146.0,94.0,95.0,93.0,154.0,95.0,76.0,173.0,37.0,100.0,82.0,69.0,27.0,72.0,56.0,314.0,292.0,62.0,95.0,135.0,150.0,32.0,8.0,155.0,56.0,79.0,144.0,42.0,165.0,306.0,229.0,150.0,174.0,20.0,133.0,442.0,166.0
Hsa-Mir-134_5p chr14 segs:1-30 cds:+:101054692-101054721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-135-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Hsa-Mir-135-P1_3p* chr3 segs:1-30 cds:-:52294227-52294256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-135-P1_5p chr3 segs:1-31 cds:-:52294264-52294294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-135-P1_5p/P2_5p,2.0,0.0,0.0,33.0,0.0,19.0,0.0,0.0,9.0,0.0,5.0,19.0,5.0,26.0,75.0,15.0,0.0,5.0,9.0,74.0,50.0,18.0,16.0,36.0,31.0,6.0,162.0,169.0,235.0,0.0,5.0,265.0,0.0,4.0,0.0,0.0,5.0,6.0,71.0,26.0
Hsa-Mir-135-P2_3p*,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-135-P2_3p* chr12 segs:1-30 cds:+:97563870-97563899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-135-P2_5p chr12 segs:1-31 cds:+:97563832-97563862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-135-P3_3p*,36.0,107.0,6.0,16.0,21.0,165.0,121.0,15.0,120.0,39.0,8.0,48.0,54.0,11.0,91.0,166.0,36.0,59.0,108.0,275.0,77.0,285.0,22.0,1991.0,82.0,37.0,51.0,23.0,30.0,30.0,91.0,61.0,56.0,19.0,16.0,34.0,21.0,0.0,0.0,14.0
Hsa-Mir-135-P3_3p* chr1 segs:1-30 cds:-:205448317-205448346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-135-P3_5p,979.0,1349.0,236.0,204.0,335.0,9070.0,2176.0,274.0,2237.0,791.0,147.0,758.0,1004.0,129.0,1074.0,1285.0,308.0,948.0,1114.0,4717.0,1092.0,5665.0,274.0,310.0,1644.0,904.0,563.0,476.0,387.0,359.0,893.0,586.0,603.0,403.0,307.0,372.0,700.0,102.0,88.0,448.0
Hsa-Mir-135-P3_5p chr1 segs:1-31 cds:-:205448355-205448385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-136-v1_3p chr14 segs:1-30 cds:+:100884748-100884777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-136-v1_5p* chr14 segs:1-31 cds:+:100884714-100884744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-136-v2_3p chr14 segs:1-29 cds:+:100884749-100884777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-136-v2_5p* chr14 segs:1-30 cds:+:100884714-100884743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-136_3p,507.0,1158.0,251.0,1292.0,650.0,658.0,577.0,567.0,703.0,811.0,444.0,59.0,528.0,64.0,519.0,95.0,113.0,284.0,1328.0,1109.0,579.0,583.0,911.0,810.0,333.0,43.0,598.0,289.0,420.0,522.0,112.0,1180.0,838.0,1270.0,648.0,651.0,146.0,1598.0,1225.0,1031.0
Hsa-Mir-136_5p*,138.0,329.0,54.0,472.0,225.0,173.0,194.0,185.0,207.0,209.0,95.0,10.0,130.0,7.0,165.0,21.0,30.0,96.0,370.0,288.0,141.0,132.0,279.0,272.0,92.0,14.0,199.0,150.0,158.0,149.0,32.0,366.0,230.0,442.0,210.0,214.0,45.0,274.0,282.0,263.0
Hsa-Mir-137-P1-v1_3p chr1 segs:1-31 cds:-:98046085-98046115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-137-P1-v1_5p* chr1 segs:1-32 cds:-:98046120-98046151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-137-P1-v2_3p chr1 segs:1-31 cds:-:98046084-98046114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-137-P1-v2_5p* chr1 segs:1-31 cds:-:98046121-98046151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-137-P1_3p,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0
Hsa-Mir-137-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-138-P1_3p*,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,7.0,3.0,3.0,12.0,4.0,3.0,7.0,8.0,4.0,9.0,9.0,14.0,7.0,7.0,11.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Hsa-Mir-138-P1_3p* chr3 segs:1-29 cds:+:44114272-44114300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-138-P1_5p chr3 segs:1-31 cds:+:44114232-44114262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-138-P1_5p/P2_5p,6.0,27.0,0.0,94.0,26.0,27.0,11.0,57.0,13.0,8.0,144.0,156.0,129.0,233.0,100.0,473.0,263.0,180.0,209.0,153.0,104.0,289.0,142.0,322.0,153.0,200.0,231.0,1045.0,222.0,4.0,13.0,55.0,27.0,39.0,75.0,44.0,34.0,0.0,0.0,0.0
Hsa-Mir-138-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-138-P2_3p* chr16 segs:1-30 cds:+:56858572-56858601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-138-P2_5p chr16 segs:1-31 cds:+:56858525-56858555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-139_3p,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,7.0,13.0,6.0,0.0,5.0,11.0,0.0,0.0,0.0,11.0,11.0,10.0,9.0,0.0,11.0,0.0,0.0,5.0,8.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0
Hsa-Mir-139_3p chr11 segs:1-31 cds:-:72615060-72615090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-139_5p,30.0,53.0,40.0,207.0,37.0,32.0,32.0,53.0,40.0,110.0,138.0,122.0,15.0,251.0,161.0,22.0,29.0,26.0,59.0,158.0,82.0,68.0,87.0,153.0,52.0,42.0,195.0,190.0,118.0,19.0,13.0,143.0,44.0,81.0,9.0,62.0,156.0,18.0,116.0,39.0
Hsa-Mir-139_5p chr11 segs:1-31 cds:-:72615096-72615126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-140-v1_3p chr16 segs:1-30 cds:+:69933141-69933170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-140-v1_5p* chr16 segs:1-30 cds:+:69933101-69933130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-140-v2_3p chr16 segs:1-31 cds:+:69933140-69933170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-140-v2_5p* chr16 segs:1-31 cds:+:69933101-69933131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-140_3p,1995.0,2677.0,1243.0,5846.0,2599.0,4646.0,3555.0,3538.0,2332.0,2079.0,6048.0,4433.0,2611.0,5020.0,4737.0,1815.0,4377.0,2699.0,32497.0,10514.0,5267.0,6700.0,5265.0,7057.0,6985.0,733.0,7354.0,8638.0,5189.0,2525.0,3620.0,5227.0,2848.0,6411.0,3037.0,3809.0,3879.0,1173.0,3809.0,2055.0
Hsa-Mir-140_5p*,77.0,139.0,56.0,309.0,140.0,306.0,169.0,131.0,148.0,170.0,219.0,128.0,158.0,144.0,292.0,60.0,125.0,125.0,1444.0,634.0,295.0,371.0,297.0,342.0,277.0,97.0,509.0,367.0,270.0,90.0,120.0,178.0,132.0,292.0,109.0,144.0,160.0,60.0,130.0,93.0
Hsa-Mir-142-v1_3p* chr17 segs:1-29 cds:-:58331239-58331267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v1_5p chr17 segs:1-29 cds:-:58331277-58331305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v2_3p chr17 segs:1-30 cds:-:58331239-58331268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v2_5p* chr17 segs:1-30 cds:-:58331276-58331305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v3_3p chr17 segs:1-31 cds:-:58331239-58331269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v3_5p* chr17 segs:1-31 cds:-:58331275-58331305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v4_3p* chr17 segs:1-30 cds:-:58331237-58331266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v4_5p chr17 segs:1-30 cds:-:58331278-58331307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142_3p*,684.0,2682.0,770.0,8932.0,1611.0,9515.0,1555.0,3557.0,1291.0,2594.0,2117.0,446.0,2737.0,533.0,2105.0,340.0,928.0,1440.0,2160.0,5607.0,2521.0,5504.0,5166.0,4058.0,1440.0,384.0,5353.0,2800.0,2389.0,1006.0,780.0,2150.0,892.0,3616.0,1259.0,2067.0,1587.0,85.0,106.0,266.0
Hsa-Mir-142_5p,7968.0,34359.0,14052.0,164929.0,28531.0,131550.0,26180.0,48198.0,18361.0,38823.0,81997.0,9087.0,45520.0,13168.0,44572.0,5092.0,20021.0,24736.0,43445.0,88841.0,42683.0,64129.0,101845.0,75542.0,20038.0,9150.0,120048.0,63707.0,61880.0,17048.0,9572.0,40383.0,16769.0,57570.0,26032.0,46818.0,34724.0,1036.0,1986.0,3040.0
Hsa-Mir-143_3p,328079.0,446667.0,131315.0,454725.0,350613.0,274402.0,288992.0,167738.0,185076.0,610712.0,180369.0,168440.0,255724.0,155206.0,301259.0,118450.0,105346.0,201507.0,1245113.0,729636.0,501760.0,446840.0,297420.0,438294.0,530958.0,103467.0,459779.0,650792.0,421449.0,330008.0,83031.0,267702.0,371883.0,1496461.0,323517.0,276161.0,338036.0,89072.0,149269.0,159495.0
Hsa-Mir-143_3p chr5 segs:1-29 cds:+:149428976-149429004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-143_5p*,25.0,82.0,15.0,46.0,50.0,29.0,37.0,25.0,20.0,53.0,23.0,30.0,44.0,64.0,51.0,24.0,18.0,28.0,214.0,156.0,55.0,90.0,49.0,64.0,70.0,20.0,108.0,75.0,56.0,29.0,11.0,25.0,75.0,247.0,25.0,37.0,43.0,16.0,31.0,51.0
Hsa-Mir-143_5p* chr5 segs:1-29 cds:+:149428942-149428970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-144_3p*,499.0,484.0,74.0,1136.0,681.0,360.0,104.0,704.0,631.0,415.0,404.0,42.0,513.0,34.0,863.0,6.0,28.0,340.0,1079.0,806.0,753.0,309.0,494.0,3078.0,90.0,135.0,799.0,1691.0,830.0,321.0,225.0,583.0,149.0,889.0,106.0,247.0,564.0,112.0,97.0,198.0
Hsa-Mir-144_3p* chr17 segs:1-29 cds:-:28861542-28861570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
