miRNA,P3,P30,P31,P32,P35,P36,P37,P38,P39,P4,P40,P5,P7,P8,P9,PN1,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6
Hsa-Mir-17-P1a_3p*,181.0,208.0,58.0,401.0,310.0,436.0,395.0,312.0,113.0,132.0,164.0,110.0,326.0,201.0,361.0,199.0,280.0,75.0,94.0,205.0,281.0,31.0,48.0,80.0,83.0,64.0,174.0,98.0,38.0,171.0,68.0,168.0,45.0,145.0,177.0,97.0,130.0
Hsa-Mir-17-P1a_3p* chr13 segs:1-31 cds:+:91350653-91350683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1a_5p chr13 segs:1-31 cds:+:91350616-91350646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1a_5p/P1b_5p,2114.0,4538.0,725.0,4150.0,1934.0,2423.0,1459.0,4780.0,1055.0,3179.0,2764.0,1326.0,4656.0,2807.0,4132.0,2173.0,2088.0,799.0,953.0,2332.0,2533.0,526.0,650.0,816.0,719.0,585.0,1266.0,1105.0,524.0,1009.0,690.0,1229.0,540.0,1521.0,1568.0,811.0,1236.0
Hsa-Mir-17-P1b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1b_3p* chrX segs:1-31 cds:-:134170202-134170232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1b_5p chrX segs:1-31 cds:-:134170238-134170268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1c_3p*,41.0,141.0,46.0,60.0,70.0,56.0,29.0,63.0,91.0,79.0,40.0,67.0,115.0,42.0,62.0,76.0,95.0,43.0,32.0,63.0,87.0,13.0,15.0,39.0,22.0,27.0,31.0,47.0,29.0,49.0,17.0,34.0,24.0,45.0,54.0,47.0,36.0
Hsa-Mir-17-P1c_3p* chr7 segs:1-31 cds:-:100093770-100093800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1c_5p,7139.0,16912.0,2395.0,8067.0,7746.0,4621.0,3674.0,9872.0,6399.0,8725.0,4691.0,8358.0,16149.0,5727.0,15789.0,7549.0,8092.0,2940.0,4029.0,7681.0,8152.0,2042.0,3232.0,3188.0,2830.0,2436.0,4953.0,5037.0,1285.0,5367.0,2478.0,6154.0,1458.0,5607.0,5486.0,3247.0,3802.0
Hsa-Mir-17-P1c_5p chr7 segs:1-31 cds:-:100093809-100093839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2a_3p*,32.0,48.0,7.0,104.0,44.0,44.0,39.0,67.0,19.0,58.0,32.0,14.0,113.0,35.0,52.0,20.0,30.0,20.0,11.0,24.0,40.0,18.0,13.0,11.0,11.0,9.0,15.0,15.0,4.0,18.0,9.0,13.0,5.0,16.0,21.0,17.0,13.0
Hsa-Mir-17-P2a_3p* chr13 segs:1-31 cds:+:91350795-91350825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2a_5p,676.0,417.0,72.0,941.0,435.0,156.0,172.0,299.0,145.0,592.0,403.0,113.0,394.0,448.0,173.0,225.0,238.0,330.0,106.0,763.0,336.0,240.0,190.0,92.0,105.0,75.0,84.0,142.0,45.0,96.0,60.0,67.0,51.0,130.0,210.0,152.0,101.0
Hsa-Mir-17-P2a_5p chr13 segs:1-31 cds:+:91350754-91350784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2b_3p* chrX segs:1-33 cds:-:134170036-134170068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2b_5p,3.0,6.0,0.0,2.0,2.0,4.0,3.0,6.0,7.0,0.0,4.0,2.0,6.0,0.0,4.0,8.0,6.0,4.0,0.0,21.0,7.0,0.0,12.0,10.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.0
Hsa-Mir-17-P2b_5p chrX segs:1-32 cds:-:134170077-134170108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3a_3p*,13.0,29.0,6.0,32.0,22.0,23.0,23.0,31.0,4.0,24.0,22.0,10.0,65.0,14.0,63.0,32.0,30.0,10.0,7.0,21.0,17.0,4.0,14.0,7.0,7.0,3.0,11.0,12.0,4.0,8.0,5.0,13.0,4.0,8.0,15.0,7.0,21.0
Hsa-Mir-17-P3a_3p* chr13 segs:1-31 cds:+:91351106-91351136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3a_5p,2763.0,6018.0,1035.0,5618.0,2424.0,2047.0,1503.0,7447.0,821.0,4178.0,4237.0,2276.0,12279.0,4068.0,7376.0,3479.0,3586.0,1027.0,955.0,3010.0,3756.0,707.0,1081.0,1101.0,1056.0,575.0,2251.0,1861.0,935.0,1783.0,870.0,2522.0,845.0,2504.0,2525.0,894.0,2021.0
Hsa-Mir-17-P3a_5p chr13 segs:1-31 cds:+:91351070-91351100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3b_3p* chrX segs:1-31 cds:-:134169806-134169836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3b_5p,18.0,26.0,6.0,13.0,19.0,5.0,5.0,35.0,102.0,8.0,23.0,6.0,23.0,3.0,7.0,23.0,41.0,21.0,10.0,115.0,48.0,3.0,50.0,196.0,122.0,15.0,159.0,11.0,9.0,23.0,10.0,22.0,16.0,46.0,24.0,8.0,9.0
Hsa-Mir-17-P3b_5p chrX segs:1-31 cds:-:134169844-134169874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3c_3p,775.0,1439.0,378.0,1223.0,1741.0,554.0,914.0,928.0,1100.0,832.0,508.0,1037.0,2638.0,717.0,1257.0,681.0,835.0,489.0,560.0,1076.0,802.0,504.0,761.0,287.0,430.0,356.0,513.0,600.0,200.0,902.0,358.0,1419.0,199.0,722.0,550.0,430.0,374.0
Hsa-Mir-17-P3c_3p chr7 segs:1-29 cds:-:100093997-100094025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3c_5p,891.0,2011.0,299.0,1004.0,811.0,374.0,570.0,726.0,768.0,1376.0,382.0,819.0,2257.0,570.0,1292.0,1283.0,1585.0,562.0,403.0,1595.0,1382.0,265.0,320.0,477.0,406.0,341.0,697.0,779.0,139.0,704.0,322.0,553.0,196.0,686.0,1061.0,482.0,778.0
Hsa-Mir-17-P3c_5p chr7 segs:1-29 cds:-:100094037-100094065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1a_3p*,228.0,551.0,249.0,551.0,1636.0,139.0,221.0,497.0,213.0,791.0,64.0,318.0,996.0,80.0,275.0,495.0,564.0,232.0,353.0,320.0,515.0,311.0,311.0,121.0,155.0,181.0,249.0,463.0,109.0,449.0,121.0,884.0,95.0,516.0,380.0,332.0,204.0
Hsa-Mir-181-P1a_3p* chr1 segs:1-30 cds:-:198859063-198859092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1a_5p chr1 segs:1-31 cds:-:198859102-198859132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1a_5p/P1b_5p,50464.0,129181.0,60147.0,107440.0,138097.0,45452.0,79072.0,119633.0,36529.0,87499.0,18238.0,55511.0,132407.0,34523.0,77030.0,89553.0,99639.0,41602.0,54411.0,92297.0,92996.0,54819.0,52935.0,26734.0,39182.0,30980.0,53662.0,94073.0,29834.0,111349.0,29798.0,171691.0,34103.0,99480.0,76589.0,59923.0,44784.0
Hsa-Mir-181-P1b_3p*,418.0,601.0,902.0,717.0,1080.0,295.0,1005.0,1307.0,428.0,990.0,266.0,795.0,1364.0,173.0,1200.0,788.0,732.0,435.0,733.0,706.0,700.0,371.0,897.0,396.0,549.0,428.0,562.0,554.0,369.0,1046.0,419.0,1960.0,327.0,694.0,711.0,530.0,483.0
Hsa-Mir-181-P1b_3p* chr9 segs:1-30 cds:+:124692516-124692545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1b_5p chr9 segs:1-31 cds:+:124692478-124692508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1c_3p*,433.0,362.0,249.0,488.0,450.0,218.0,435.0,410.0,121.0,891.0,142.0,312.0,952.0,311.0,724.0,329.0,309.0,104.0,187.0,248.0,259.0,115.0,168.0,240.0,230.0,95.0,385.0,233.0,62.0,233.0,50.0,358.0,97.0,271.0,250.0,139.0,184.0
Hsa-Mir-181-P1c_3p* chr19 segs:1-30 cds:+:13874762-13874791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1c_5p,8436.0,4778.0,1564.0,6959.0,2583.0,2660.0,3361.0,4749.0,1712.0,8976.0,1110.0,4068.0,15270.0,7162.0,9406.0,4630.0,4740.0,1332.0,2300.0,4319.0,4113.0,1550.0,2499.0,2961.0,2937.0,1368.0,5015.0,3394.0,674.0,3403.0,944.0,3772.0,1353.0,4418.0,3436.0,2116.0,2502.0
Hsa-Mir-181-P1c_5p chr19 segs:1-31 cds:+:13874723-13874753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2a_3p*,4.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,17.0,8.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0
Hsa-Mir-181-P2a_3p* chr1 segs:1-29 cds:-:198858881-198858909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2a_5p chr1 segs:1-32 cds:-:198858918-198858949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2a_5p/P2b_5p,2875.0,5619.0,3255.0,6842.0,7842.0,2103.0,4693.0,7099.0,1818.0,5067.0,1211.0,2381.0,7302.0,1864.0,6991.0,4939.0,5520.0,2275.0,2610.0,5704.0,5431.0,2682.0,2783.0,1410.0,2110.0,1719.0,2745.0,4363.0,1538.0,5673.0,1398.0,7430.0,1340.0,5490.0,3849.0,3091.0,2243.0
Hsa-Mir-181-P2b_3p*,0.0,0.0,4.0,3.0,3.0,2.0,4.0,8.0,0.0,10.0,0.0,0.0,13.0,0.0,8.0,6.0,11.0,6.0,5.0,6.0,0.0,0.0,7.0,0.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0
Hsa-Mir-181-P2b_3p* chr9 segs:1-30 cds:+:124693761-124693790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2b_5p chr9 segs:1-32 cds:+:124693723-124693754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_3p* chr19 segs:1-28 cds:+:13874951-13874978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_5p,1063.0,595.0,357.0,1052.0,597.0,585.0,623.0,501.0,286.0,1169.0,393.0,376.0,1041.0,1881.0,1217.0,364.0,387.0,150.0,268.0,396.0,262.0,206.0,330.0,203.0,339.0,124.0,335.0,221.0,114.0,335.0,88.0,223.0,177.0,344.0,316.0,196.0,201.0
Hsa-Mir-181-P2c_5p chr19 segs:1-32 cds:+:13874908-13874939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-184_3p,0.0,8.0,78.0,4.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,23.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,10.0,8.0,10.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,16.0,18.0,0.0
Hsa-Mir-184_3p chr15 segs:1-30 cds:+:79209838-79209867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-184_5p* chr15 segs:1-31 cds:+:79209798-79209828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-185_3p*,12.0,19.0,6.0,18.0,31.0,9.0,12.0,9.0,11.0,14.0,0.0,13.0,20.0,17.0,18.0,22.0,35.0,22.0,14.0,37.0,23.0,9.0,15.0,7.0,12.0,14.0,10.0,12.0,4.0,36.0,3.0,26.0,7.0,15.0,12.0,12.0,2.0
Hsa-Mir-185_3p* chr22 segs:1-29 cds:+:20033186-20033214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-185_5p,81.0,141.0,77.0,114.0,122.0,58.0,88.0,80.0,93.0,58.0,58.0,94.0,138.0,153.0,60.0,101.0,159.0,89.0,72.0,186.0,141.0,36.0,37.0,41.0,43.0,80.0,108.0,114.0,37.0,110.0,64.0,115.0,39.0,141.0,72.0,78.0,38.0
Hsa-Mir-185_5p chr22 segs:1-30 cds:+:20033151-20033180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-186_3p*,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,8.0,8.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0
Hsa-Mir-186_3p* chr1 segs:1-30 cds:-:71067636-71067665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-186_5p,14256.0,31754.0,6768.0,12833.0,21027.0,8753.0,21846.0,9597.0,13713.0,8197.0,7489.0,9665.0,18742.0,12361.0,14824.0,27458.0,30972.0,11170.0,20495.0,26026.0,37721.0,8506.0,7426.0,10535.0,11234.0,10981.0,17971.0,23605.0,6218.0,20863.0,15961.0,13047.0,11978.0,26814.0,20321.0,13694.0,13947.0
Hsa-Mir-186_5p chr1 segs:1-31 cds:-:71067674-71067704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-187_3p,17.0,0.0,5.0,0.0,10.0,0.0,7.0,14.0,288.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,59.0,21.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-187_3p chr18 segs:1-30 cds:-:35904829-35904858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-187_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-187_5p* chr18 segs:1-30 cds:-:35904864-35904893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-188-P1_3p*,5.0,14.0,8.0,9.0,5.0,8.0,12.0,11.0,31.0,5.0,13.0,0.0,9.0,25.0,0.0,11.0,12.0,9.0,0.0,12.0,20.0,0.0,0.0,4.0,0.0,4.0,3.0,6.0,0.0,6.0,7.0,8.0,4.0,11.0,8.0,11.0,5.0
Hsa-Mir-188-P1_3p* chrX segs:1-29 cds:+:50003554-50003582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-188-P1_5p,52.0,64.0,30.0,57.0,80.0,14.0,31.0,93.0,55.0,42.0,44.0,16.0,82.0,75.0,310.0,111.0,127.0,35.0,34.0,106.0,110.0,35.0,33.0,26.0,28.0,23.0,38.0,24.0,11.0,34.0,19.0,32.0,15.0,38.0,53.0,30.0,48.0
Hsa-Mir-188-P1_5p chrX segs:1-30 cds:+:50003515-50003544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-188-P2_3p*,81.0,144.0,54.0,128.0,93.0,29.0,76.0,125.0,77.0,40.0,54.0,47.0,112.0,82.0,150.0,165.0,165.0,63.0,48.0,181.0,207.0,43.0,33.0,33.0,58.0,33.0,102.0,58.0,28.0,132.0,33.0,108.0,38.0,125.0,108.0,65.0,94.0
Hsa-Mir-188-P2_3p* chrX segs:1-30 cds:+:50003202-50003231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-188-P2_5p,3292.0,2989.0,1764.0,4359.0,4353.0,2068.0,2922.0,7430.0,2262.0,1119.0,2361.0,1981.0,3084.0,7044.0,4538.0,2330.0,2336.0,1940.0,2434.0,3481.0,3128.0,2352.0,2003.0,926.0,1335.0,1285.0,1452.0,1610.0,829.0,3811.0,1507.0,3932.0,1174.0,2478.0,1989.0,1682.0,1488.0
Hsa-Mir-188-P2_5p chrX segs:1-30 cds:+:50003165-50003194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
