miRNA,M6_2,M7,M9,MN1,MN12_1,MN12_2,MN15,MN16,MN18,MN19,MN21,MN28,MN32,MN34,MN5,MN6,P1,P10,P12,P13,P14,P15_1,P15_2,P16,P18,P19,P20,P22,P23,P24,P25,P26,P27,P28,P29
Hsa-Mir-154-P30_5p* chr14 segs:1-29 cds:+:101025583-101025611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P36_3p,1177.0,442.0,711.0,188.0,1149.0,131.0,312.0,567.0,379.0,695.0,315.0,442.0,120.0,662.0,752.0,237.0,848.0,1371.0,427.0,365.0,705.0,1380.0,420.0,936.0,509.0,518.0,833.0,714.0,1490.0,620.0,632.0,775.0,781.0,1326.0,866.0
Hsa-Mir-154-P36_3p chr14 segs:1-30 cds:+:101065344-101065373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P36_5p*,23.0,0.0,7.0,0.0,90.0,8.0,0.0,6.0,9.0,9.0,5.0,2.0,3.0,8.0,15.0,4.0,5.0,43.0,5.0,7.0,11.0,18.0,19.0,11.0,7.0,12.0,0.0,5.0,26.0,16.0,99.0,5.0,104.0,13.0,42.0
Hsa-Mir-154-P36_5p* chr14 segs:1-31 cds:+:101065312-101065342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3a-v1_3p chr14 segs:1-29 cds:+:101025780-101025808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3a-v1_5p* chr14 segs:1-29 cds:+:101025745-101025773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3a-v2_3p chr14 segs:1-30 cds:+:101025779-101025808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3a-v2_5p* chr14 segs:1-30 cds:+:101025745-101025774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3a_3p,29.0,24.0,26.0,3.0,39.0,4.0,11.0,17.0,14.0,16.0,7.0,13.0,4.0,15.0,19.0,4.0,40.0,29.0,11.0,8.0,17.0,33.0,8.0,20.0,24.0,5.0,22.0,18.0,58.0,14.0,12.0,23.0,35.0,23.0,18.0
Hsa-Mir-154-P3a_5p*,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3b_3p,20.0,17.0,9.0,2.0,25.0,2.0,2.0,18.0,6.0,10.0,10.0,16.0,6.0,0.0,9.0,0.0,16.0,22.0,8.0,7.0,7.0,8.0,3.0,17.0,9.0,11.0,12.0,15.0,39.0,8.0,5.0,9.0,12.0,18.0,25.0
Hsa-Mir-154-P3b_3p chr14 segs:1-29 cds:+:101056267-101056295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3b_5p* chr14 segs:1-31 cds:+:101056231-101056261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3b_5p*.SNPA chr14 segs:1-31 cds:+:101056231-101056261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3b_5p*.SNPB chr14 segs:1-31 cds:+:101056231-101056261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3b_5p*.SNPC chr14 segs:1-31 cds:+:101056231-101056261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P4a_3p chr14 segs:1-30 cds:+:101026832-101026861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P4a_3p/P4b_3p,11.0,0.0,4.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,13.0,7.0,0.0,4.0,0.0,8.0,0.0,10.0,11.0,9.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,13.0,4.0
Hsa-Mir-154-P4a_5p* chr14 segs:1-32 cds:+:101026794-101026825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P4a_5p*/P4b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P4b_3p chr14 segs:1-30 cds:+:101027149-101027178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P4b_5p* chr14 segs:1-32 cds:+:101027111-101027142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P5_3p,128.0,29.0,44.0,25.0,173.0,25.0,80.0,62.0,43.0,69.0,49.0,66.0,16.0,38.0,78.0,40.0,132.0,91.0,36.0,42.0,36.0,97.0,19.0,96.0,61.0,25.0,93.0,68.0,115.0,22.0,39.0,76.0,101.0,47.0,62.0
Hsa-Mir-154-P5_3p chr14 segs:1-29 cds:+:101065639-101065667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P5_5p,90.0,41.0,36.0,41.0,40.0,6.0,45.0,36.0,37.0,44.0,30.0,49.0,12.0,54.0,61.0,26.0,63.0,70.0,29.0,16.0,30.0,86.0,9.0,26.0,19.0,21.0,24.0,39.0,115.0,50.0,45.0,27.0,85.0,43.0,64.0
Hsa-Mir-154-P5_5p chr14 segs:1-29 cds:+:101065604-101065632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P6_3p,46.0,11.0,31.0,19.0,15.0,4.0,26.0,16.0,16.0,23.0,23.0,11.0,0.0,10.0,27.0,12.0,33.0,41.0,10.0,16.0,30.0,59.0,25.0,35.0,30.0,30.0,8.0,15.0,34.0,21.0,17.0,5.0,26.0,17.0,24.0
Hsa-Mir-154-P6_3p chr14 segs:1-30 cds:+:101062092-101062121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P6_5p,15.0,6.0,22.0,11.0,37.0,9.0,14.0,45.0,11.0,25.0,10.0,13.0,0.0,8.0,28.0,3.0,9.0,20.0,6.0,7.0,13.0,13.0,4.0,11.0,9.0,6.0,21.0,11.0,22.0,10.0,13.0,14.0,15.0,25.0,11.0
Hsa-Mir-154-P6_5p chr14 segs:1-30 cds:+:101062054-101062083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P7_3p*,8.0,3.0,13.0,0.0,18.0,2.0,4.0,16.0,6.0,3.0,14.0,10.0,3.0,5.0,22.0,2.0,8.0,12.0,0.0,2.0,5.0,18.0,3.0,8.0,6.0,4.0,7.0,10.0,14.0,10.0,3.0,0.0,4.0,9.0,8.0
Hsa-Mir-154-P7_3p* chr14 segs:1-29 cds:+:101022107-101022135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P7_5p,67.0,25.0,33.0,14.0,83.0,5.0,19.0,32.0,54.0,44.0,39.0,40.0,6.0,51.0,82.0,18.0,72.0,141.0,36.0,17.0,31.0,223.0,42.0,41.0,18.0,38.0,31.0,45.0,77.0,40.0,38.0,37.0,69.0,63.0,97.0
Hsa-Mir-154-P7_5p chr14 segs:1-29 cds:+:101022069-101022097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P8_3p,7.0,6.0,7.0,2.0,11.0,0.0,4.0,7.0,0.0,3.0,3.0,4.0,0.0,0.0,4.0,5.0,5.0,4.0,3.0,0.0,0.0,11.0,0.0,4.0,4.0,5.0,6.0,2.0,6.0,2.0,4.0,0.0,6.0,3.0,0.0
Hsa-Mir-154-P8_3p chr14 segs:1-29 cds:+:101025054-101025082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P8_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hsa-Mir-154-P8_5p chr14 segs:1-30 cds:+:101025018-101025047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P9_3p,1367.0,927.0,1501.0,639.0,4226.0,1128.0,810.0,2934.0,986.0,1884.0,974.0,1101.0,514.0,974.0,2292.0,530.0,1696.0,1990.0,659.0,613.0,940.0,2699.0,534.0,1582.0,730.0,1122.0,1413.0,1192.0,1553.0,910.0,1027.0,1368.0,1297.0,1080.0,995.0
Hsa-Mir-154-P9_3p chr14 segs:1-30 cds:+:101045966-101045995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P9_5p*,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P9_5p* chr14 segs:1-31 cds:+:101045925-101045955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-155_3p*,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-155_3p* chr21 segs:1-30 cds:+:25574020-25574049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-155_5p,1569.0,436.0,159.0,1213.0,1138.0,1546.0,254.0,347.0,268.0,266.0,500.0,210.0,1770.0,489.0,562.0,233.0,2070.0,857.0,979.0,1563.0,1457.0,700.0,352.0,654.0,808.0,1199.0,1328.0,1289.0,1568.0,1470.0,1016.0,1413.0,570.0,1219.0,958.0
Hsa-Mir-155_5p chr21 segs:1-32 cds:+:25573981-25574012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1a_3p*,495.0,223.0,150.0,287.0,156.0,66.0,107.0,108.0,210.0,263.0,190.0,223.0,146.0,167.0,207.0,107.0,355.0,483.0,115.0,209.0,397.0,186.0,62.0,41.0,121.0,431.0,52.0,156.0,416.0,1156.0,234.0,181.0,495.0,213.0,138.0
Hsa-Mir-17-P1a_3p* chr13 segs:1-31 cds:+:91350653-91350683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1a_5p chr13 segs:1-31 cds:+:91350616-91350646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1a_5p/P1b_5p,10263.0,1779.0,1007.0,1284.0,1536.0,573.0,742.0,428.0,1106.0,1170.0,1214.0,1221.0,567.0,792.0,1196.0,681.0,3896.0,11237.0,884.0,2299.0,6134.0,2485.0,691.0,791.0,2131.0,6968.0,964.0,2907.0,5360.0,7999.0,4524.0,4226.0,10124.0,1766.0,2982.0
Hsa-Mir-17-P1b_3p*,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1b_3p* chrX segs:1-31 cds:-:134170202-134170232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1b_5p chrX segs:1-31 cds:-:134170238-134170268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1c_3p*,102.0,31.0,36.0,45.0,6.0,8.0,8.0,5.0,21.0,33.0,12.0,19.0,18.0,27.0,39.0,14.0,111.0,147.0,64.0,46.0,75.0,47.0,20.0,8.0,36.0,77.0,28.0,45.0,111.0,60.0,63.0,31.0,113.0,71.0,57.0
Hsa-Mir-17-P1c_3p* chr7 segs:1-31 cds:-:100093770-100093800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P1c_5p,12955.0,5001.0,5640.0,8609.0,3511.0,3094.0,1535.0,2738.0,3321.0,4468.0,3097.0,3179.0,2976.0,2128.0,2590.0,1807.0,13288.0,29869.0,4243.0,5004.0,10517.0,6602.0,3104.0,1802.0,3999.0,11329.0,5523.0,5121.0,14936.0,21839.0,9128.0,8944.0,18483.0,5645.0,6719.0
Hsa-Mir-17-P1c_5p chr7 segs:1-31 cds:-:100093809-100093839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2a_3p*,82.0,21.0,14.0,11.0,11.0,9.0,7.0,10.0,10.0,14.0,11.0,14.0,20.0,9.0,8.0,0.0,93.0,62.0,12.0,43.0,131.0,22.0,4.0,13.0,66.0,50.0,21.0,23.0,64.0,66.0,17.0,42.0,49.0,16.0,23.0
Hsa-Mir-17-P2a_3p* chr13 segs:1-31 cds:+:91350795-91350825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2a_5p,1199.0,234.0,128.0,166.0,149.0,114.0,46.0,76.0,58.0,83.0,101.0,77.0,48.0,41.0,58.0,99.0,1323.0,907.0,107.0,469.0,1157.0,539.0,84.0,181.0,1667.0,470.0,196.0,316.0,728.0,549.0,134.0,195.0,745.0,354.0,215.0
Hsa-Mir-17-P2a_5p chr13 segs:1-31 cds:+:91350754-91350784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2b_3p* chrX segs:1-33 cds:-:134170036-134170068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2b_5p,5.0,4.0,0.0,19.0,0.0,0.0,5.0,3.0,0.0,11.0,6.0,4.0,0.0,2.0,0.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,13.0,5.0,5.0,3.0,5.0,5.0,3.0
Hsa-Mir-17-P2b_5p chrX segs:1-32 cds:-:134170077-134170108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3a_3p*,81.0,24.0,15.0,24.0,16.0,9.0,9.0,9.0,15.0,17.0,17.0,14.0,10.0,10.0,14.0,5.0,25.0,51.0,15.0,40.0,41.0,8.0,11.0,6.0,17.0,33.0,15.0,22.0,41.0,81.0,22.0,20.0,65.0,18.0,12.0
Hsa-Mir-17-P3a_3p* chr13 segs:1-31 cds:+:91351106-91351136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3a_5p,15413.0,2611.0,1304.0,1283.0,3524.0,643.0,980.0,703.0,2063.0,1816.0,1937.0,2032.0,673.0,1227.0,1963.0,960.0,5166.0,19670.0,1516.0,5447.0,9472.0,3527.0,1257.0,1739.0,1984.0,10433.0,1398.0,3773.0,7218.0,11133.0,9093.0,9018.0,15955.0,1282.0,4365.0
Hsa-Mir-17-P3a_5p chr13 segs:1-31 cds:+:91351070-91351100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3b_3p* chrX segs:1-31 cds:-:134169806-134169836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3b_5p,7.0,9.0,8.0,70.0,28.0,31.0,12.0,8.0,18.0,63.0,26.0,16.0,10.0,12.0,16.0,12.0,12.0,13.0,4.0,10.0,9.0,7.0,5.0,5.0,10.0,16.0,45.0,15.0,117.0,6.0,101.0,8.0,20.0,0.0,16.0
Hsa-Mir-17-P3b_5p chrX segs:1-31 cds:-:134169844-134169874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3c_3p,1149.0,879.0,586.0,1149.0,715.0,1056.0,155.0,633.0,411.0,775.0,381.0,482.0,1004.0,414.0,506.0,202.0,2217.0,2758.0,748.0,679.0,1103.0,960.0,444.0,446.0,690.0,1144.0,873.0,716.0,1231.0,1465.0,532.0,1311.0,862.0,824.0,628.0
Hsa-Mir-17-P3c_3p chr7 segs:1-29 cds:-:100093997-100094025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3c_5p,1895.0,884.0,750.0,1638.0,414.0,373.0,317.0,356.0,545.0,583.0,500.0,458.0,495.0,304.0,408.0,414.0,2120.0,2373.0,960.0,736.0,1309.0,976.0,349.0,249.0,681.0,1197.0,394.0,585.0,1574.0,2029.0,972.0,581.0,2052.0,793.0,699.0
Hsa-Mir-17-P3c_5p chr7 segs:1-29 cds:-:100094037-100094065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P1a_3p*,619.0,271.0,65.0,1463.0,1066.0,2126.0,170.0,336.0,402.0,557.0,569.0,317.0,1937.0,343.0,551.0,149.0,532.0,360.0,1012.0,705.0,360.0,653.0,168.0,378.0,222.0,559.0,1105.0,386.0,681.0,313.0,1139.0,746.0,799.0,1034.0,371.0
