miRNA,115N_RPI22_CGTACG_S50_L006_R1_001,115T_RPI33_CAGGCG_S49_L006_R1_001,138N3_RPI23_GAGTGG_S52_L006_R1_001,154N3_RPI24_GGTAGC_S54_L006_R1_001,189b_RPI36_CCAACA_S53_L006_R1_001,COMET-0003M1-1_RPI25_ACTGAT_S31_L006_R1_001,COMET-0003NLi1_RPI13_AGTCAA_S32_L006_R1_001,COMET-0011M1-1_RPI26_ATGAGC_S33_L006_R1_001,COMET-0011NLi_RPI14_AGTTCC_S34_L006_R1_001,COMET-0014M1-1_RPI27_ATTCCT_S35_L006_R1_001,COMET-0014NLi1_RPI15_ATGTCA_S36_L006_R1_001,COMET-0016M1-1_RPI28_CAAAAG_S37_L006_R1_001,COMET-0016NLi1_RPI16_CCGTCC_S38_L006_R1_001,COMET-0026M1-1_RPI29_CAACTA_S39_L006_R1_001,COMET-0026NLi1_RPI17_GTAGAG_S40_L006_R1_001,COMET-0027M3-1_RPI30_CACCGG_S41_L006_R1_001,COMET-0027NLi1_RPI18_GTCCGC_S42_L006_R1_001,COMET-0028M1-1_RPI31_CACGAT_S43_L006_R1_001,COMET-0028NLi1_RPI19_GTGAAA_S44_L006_R1_001,COMET-0035M1-1_RPI32_CACTCA_S45_L006_R1_001,COMET-0035NLi1_RPI20_GTGGCC_S46_L006_R1_001,COMET-0059M1-1_RPI34_CATGGC_S47_L006_R1_001,COMET-0059NLi1_RPI21_GTTTCG_S48_L006_R1_001,GCF0196-0001Me_RPI1__ATCACG__S1_R1_001,GCF0196-0002Me_RPI2__CGATGT__S4_R1_001,GCF0196-0004Me_RPI6__GCCAAT__S16_R1_001,GCF0196-000PC1_RPI18__GTCCGC__S6_R1_001,GCF0196-000PC4_RPI19__GTGAAA__S9_R1_001,GCF0196-001NLU_RPI8__ACTTGA__S22_R1_001,GCF0196-0020Me_RPI7__CAGATC__S19_R1_001,GCF0196-0029Me_RPI3__TTAGGC__S7_R1_001,GCF0196-002NLU_RPI9__GATCAG__S2_R1_001,GCF0196-004NLU_RPI13__AGTCAA__S14_R1_001,GCF0196-0056Me_RPI4__TGACCA__S10_R1_001,GCF0196-00PC83_RPI15__ATGTCA__S20_R1_001,GCF0196-020NLU_RPI14__AGTTCC__S17_R1_001,GCF0196-029NLU_RPI10__TAGCTT__S5_R1_001,GCF0196-056NLU_RPI11__GGCTAC__S8_R1_001,GCF0196-0701Me_RPI5__ACAGTG__S13_R1_001,GCF0196-0PC031_RPI20__GTGGCC__S12_R1_001,GCF0196-0PC084_RPI21__GTTTCG__S15_R1_001,GCF0196-0PC095_RPI22__CGTACG__S18_R1_001,GCF0196-0PC104_RPI16__CCGTCC__S23_R1_001,GCF0196-0PC137_RPI24__GGTAGC__S24_R1_001,GCF0196-0PC146_RPI17__GTAGAG__S3_R1_001,GCF0196-701NLU_RPI12__CTTGTA__S11_R1_001,GCF0196-PCB752_RPI23__GAGTGG__S21_R1_001,LARC-EX_138T_RPI35_CATTTT_S51_L006_R1_001
Hsa-Mir-142-v1_5p chr17 segs:1-29 cds:-:58331277-58331305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v2_3p chr17 segs:1-30 cds:-:58331239-58331268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v2_5p* chr17 segs:1-30 cds:-:58331276-58331305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v3_3p chr17 segs:1-31 cds:-:58331239-58331269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v3_5p* chr17 segs:1-31 cds:-:58331275-58331305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v4_3p* chr17 segs:1-30 cds:-:58331237-58331266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142-v4_5p chr17 segs:1-30 cds:-:58331278-58331307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-142_3p*,1087.0,2062.0,471.0,590.0,1647.0,16575.0,393.0,574.0,1069.0,109.0,64.0,181.0,200.0,1561.0,116.0,5991.0,121.0,2390.0,145.0,2689.0,632.0,1665.0,609.0,63.0,1760.0,1880.0,1414.0,2503.0,72.0,6238.0,10291.0,198.0,5285.0,2632.0,4707.0,5759.0,3776.0,6136.0,6307.0,2705.0,2323.0,3247.0,1783.0,1704.0,4215.0,5885.0,615.0,580.0
Hsa-Mir-142_5p,16230.0,25276.0,10615.0,7857.0,17579.0,122190.0,11311.0,6854.0,12224.0,2445.0,1778.0,3596.0,4483.0,12631.0,2099.0,60754.0,2357.0,19646.0,4711.0,18403.0,6643.0,10954.0,6315.0,1063.0,24594.0,20894.0,18073.0,24978.0,2325.0,55307.0,106095.0,4787.0,63189.0,23872.0,66421.0,77734.0,54602.0,75269.0,64567.0,27492.0,36525.0,50369.0,23682.0,26374.0,59574.0,62444.0,9210.0,8817.0
Hsa-Mir-143_3p,225591.0,409767.0,407817.0,2126565.0,1646200.0,1020377.0,46343.0,308398.0,82085.0,71058.0,13189.0,54965.0,23283.0,294753.0,17851.0,554704.0,24694.0,351026.0,24804.0,272982.0,73305.0,354981.0,38121.0,30570.0,405284.0,378554.0,844638.0,967134.0,67798.0,790314.0,594413.0,290779.0,1609572.0,664982.0,646600.0,2699068.0,1873823.0,1281374.0,1603112.0,1079405.0,509980.0,594142.0,368106.0,26991.0,686946.0,2360542.0,198344.0,292630.0
Hsa-Mir-143_3p chr5 segs:1-29 cds:+:149428976-149429004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-143_5p*,62.0,126.0,154.0,743.0,273.0,315.0,16.0,43.0,14.0,19.0,4.0,12.0,10.0,77.0,5.0,93.0,4.0,108.0,0.0,64.0,10.0,82.0,10.0,13.0,31.0,50.0,141.0,223.0,7.0,119.0,111.0,29.0,227.0,126.0,92.0,261.0,216.0,171.0,257.0,171.0,103.0,201.0,73.0,0.0,123.0,282.0,31.0,79.0
Hsa-Mir-143_5p* chr5 segs:1-29 cds:+:149428942-149428970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-144_3p*,356.0,2643.0,463.0,1075.0,228.0,2657.0,88.0,86.0,1364.0,7.0,85.0,16.0,128.0,329.0,236.0,879.0,86.0,1840.0,208.0,157.0,1491.0,146.0,693.0,15.0,250.0,268.0,45.0,686.0,63.0,1054.0,2644.0,112.0,16368.0,1526.0,1487.0,6486.0,7109.0,15218.0,1616.0,1567.0,2036.0,4976.0,359.0,46.0,1199.0,5401.0,413.0,573.0
Hsa-Mir-144_3p* chr17 segs:1-29 cds:-:28861542-28861570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-144_5p,313.0,893.0,417.0,462.0,233.0,687.0,89.0,49.0,615.0,15.0,84.0,12.0,152.0,149.0,243.0,415.0,180.0,886.0,381.0,73.0,751.0,60.0,480.0,23.0,129.0,161.0,39.0,255.0,91.0,399.0,1074.0,149.0,8953.0,573.0,867.0,3253.0,3752.0,7654.0,472.0,840.0,1650.0,3994.0,281.0,38.0,785.0,2377.0,364.0,393.0
Hsa-Mir-144_5p chr17 segs:1-31 cds:-:28861576-28861606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-145_3p*,780.0,860.0,1279.0,8584.0,3292.0,3517.0,155.0,852.0,494.0,103.0,52.0,120.0,105.0,776.0,80.0,1760.0,89.0,1370.0,133.0,750.0,249.0,890.0,171.0,60.0,717.0,747.0,2246.0,2576.0,197.0,2454.0,1513.0,1040.0,6395.0,1550.0,2263.0,11596.0,6691.0,4832.0,3398.0,2886.0,1474.0,1401.0,1335.0,51.0,1913.0,7905.0,530.0,530.0
Hsa-Mir-145_3p* chr5 segs:1-30 cds:+:149430697-149430726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-145_5p,19569.0,6339.0,35183.0,195199.0,13268.0,20830.0,2349.0,2230.0,2050.0,4453.0,577.0,1043.0,546.0,4489.0,442.0,9860.0,787.0,8145.0,834.0,4253.0,1483.0,5899.0,620.0,1928.0,5991.0,3931.0,13624.0,11906.0,3326.0,12261.0,10937.0,22068.0,21896.0,15190.0,9153.0,32192.0,26036.0,21136.0,22920.0,9010.0,8543.0,7405.0,4570.0,253.0,13627.0,29474.0,1141.0,6751.0
Hsa-Mir-145_5p chr5 segs:1-31 cds:+:149430659-149430689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P1_3p*,0.0,0.0,0.0,0.0,13.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,37.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,22.0,41.0,0.0,5.0,4.0,4.0,0.0,8.0,6.0,8.0,15.0,0.0,0.0,3.0,3.0,3.0,7.0,0.0,0.0
Hsa-Mir-146-P1_3p* chr5 segs:1-31 cds:+:160485405-160485435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P1_3p*.SNPA chr5 segs:1-31 cds:+:160485405-160485435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P1_3p*.SNPC chr5 segs:1-31 cds:+:160485405-160485435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P1_5p,3824.0,692.0,1924.0,2342.0,593.0,4705.0,486.0,336.0,204.0,158.0,70.0,174.0,106.0,2678.0,127.0,3064.0,128.0,839.0,327.0,1396.0,498.0,516.0,322.0,13835.0,10883.0,6223.0,3526.0,8206.0,947.0,22836.0,18584.0,2328.0,9192.0,4233.0,5099.0,14961.0,6539.0,9450.0,13862.0,6754.0,4683.0,4013.0,4919.0,2928.0,11124.0,20019.0,979.0,1232.0
Hsa-Mir-146-P1_5p chr5 segs:1-31 cds:+:160485370-160485400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P2_3p*,254.0,267.0,140.0,150.0,868.0,1887.0,299.0,152.0,684.0,324.0,105.0,209.0,70.0,476.0,62.0,864.0,118.0,577.0,163.0,646.0,115.0,369.0,201.0,562.0,850.0,869.0,1715.0,1373.0,353.0,1008.0,1182.0,922.0,3906.0,1213.0,2771.0,2818.0,2432.0,2705.0,1072.0,1350.0,2328.0,889.0,1168.0,493.0,1098.0,1874.0,657.0,239.0
Hsa-Mir-146-P2_3p* chr10 segs:1-30 cds:+:102436555-102436584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P2_5p,6231.0,6475.0,7668.0,10526.0,10866.0,37024.0,2833.0,858.0,2864.0,2436.0,803.0,2496.0,622.0,7114.0,640.0,15715.0,1291.0,7568.0,2498.0,8400.0,5792.0,6240.0,2214.0,43926.0,80093.0,127972.0,65289.0,86656.0,10839.0,181683.0,134549.0,55128.0,451187.0,95608.0,204353.0,336913.0,119436.0,236207.0,158781.0,94202.0,147800.0,87801.0,62363.0,31923.0,72117.0,390696.0,28367.0,5200.0
Hsa-Mir-146-P2_5p chr10 segs:1-32 cds:+:102436518-102436549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v1_3p chr15 segs:1-30 cds:+:45433096-45433125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v1_5p* chr15 segs:1-31 cds:+:45433058-45433088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v2_3p chr15 segs:1-30 cds:+:45433095-45433124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147-v2_5p* chr15 segs:1-30 cds:+:45433059-45433088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-147_3p,240.0,511.0,643.0,709.0,590.0,421.0,0.0,49.0,6.0,19.0,0.0,6.0,2.0,878.0,0.0,212.0,0.0,112.0,0.0,100.0,4.0,120.0,0.0,15.0,384.0,176.0,85.0,171.0,0.0,245.0,323.0,0.0,42.0,425.0,106.0,58.0,14.0,23.0,913.0,262.0,110.0,72.0,101.0,247.0,289.0,40.0,920.0,70.0
Hsa-Mir-147_5p*,15.0,23.0,28.0,23.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,3.0,11.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,33.0,20.0,3.0,3.0,6.0,6.0,9.0,0.0,32.0,0.0
Hsa-Mir-148-P1_3p,78134.0,287282.0,93255.0,104629.0,91051.0,473196.0,114779.0,159483.0,418188.0,26950.0,45757.0,39522.0,118195.0,315315.0,70798.0,222988.0,99816.0,151783.0,99675.0,694372.0,239002.0,466330.0,136805.0,138241.0,279264.0,476912.0,154542.0,127908.0,8274.0,465352.0,545874.0,29121.0,302889.0,243739.0,441727.0,304934.0,226452.0,243004.0,440546.0,250659.0,212156.0,207910.0,82301.0,30450.0,82893.0,326379.0,166747.0,125212.0
Hsa-Mir-148-P1_3p chr7 segs:1-30 cds:-:25949916-25949945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P1_5p*,1044.0,3327.0,1003.0,927.0,888.0,3641.0,1440.0,1347.0,3582.0,486.0,657.0,654.0,885.0,1944.0,697.0,1325.0,1012.0,785.0,1359.0,3324.0,1430.0,3164.0,1148.0,1885.0,2332.0,6283.0,1569.0,871.0,111.0,4295.0,6835.0,403.0,2450.0,2276.0,4013.0,2565.0,1897.0,1923.0,3893.0,2693.0,2227.0,1752.0,860.0,345.0,902.0,2819.0,2148.0,1765.0
Hsa-Mir-148-P1_5p* chr7 segs:1-30 cds:-:25949954-25949983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P2_3p,979.0,507.0,1791.0,2778.0,758.0,3779.0,0.0,504.0,1046.0,277.0,0.0,151.0,0.0,913.0,373.0,2426.0,0.0,1123.0,0.0,804.0,783.0,630.0,551.0,0.0,991.0,1143.0,2794.0,3417.0,0.0,1959.0,1849.0,914.0,4224.0,1349.0,4049.0,4165.0,3599.0,3313.0,2595.0,2825.0,2414.0,2866.0,1236.0,484.0,1677.0,4341.0,0.0,768.0
Hsa-Mir-148-P2_3p chr17 segs:1-29 cds:-:48037168-48037196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P2_5p*,11.0,18.0,16.0,19.0,28.0,151.0,11.0,12.0,33.0,5.0,7.0,5.0,0.0,29.0,2.0,55.0,0.0,39.0,7.0,13.0,14.0,30.0,16.0,8.0,43.0,65.0,128.0,91.0,6.0,99.0,81.0,7.0,91.0,48.0,190.0,95.0,83.0,99.0,76.0,115.0,125.0,117.0,62.0,35.0,116.0,110.0,140.0,14.0
Hsa-Mir-148-P2_5p* chr17 segs:1-31 cds:-:48037204-48037234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P3_3p,4122.0,4445.0,5349.0,7943.0,4446.0,13736.0,1251.0,997.0,3073.0,940.0,424.0,1185.0,790.0,5977.0,556.0,7232.0,900.0,5335.0,950.0,6996.0,1997.0,5552.0,1363.0,5827.0,5498.0,14676.0,4475.0,10370.0,647.0,9998.0,9544.0,1492.0,12104.0,9550.0,11345.0,11353.0,10051.0,10231.0,13558.0,8051.0,6053.0,6319.0,5562.0,8396.0,5946.0,14074.0,0.0,2937.0
Hsa-Mir-148-P3_3p chr12 segs:1-30 cds:+:54337276-54337305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-148-P3_5p*,70.0,242.0,105.0,91.0,336.0,770.0,55.0,74.0,175.0,45.0,24.0,77.0,34.0,443.0,42.0,397.0,38.0,303.0,51.0,358.0,97.0,288.0,79.0,413.0,198.0,1002.0,198.0,388.0,18.0,406.0,379.0,46.0,455.0,339.0,846.0,487.0,425.0,419.0,501.0,411.0,258.0,324.0,288.0,385.0,281.0,406.0,476.0,178.0
Hsa-Mir-148-P3_5p* chr12 segs:1-32 cds:+:54337237-54337268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-149_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Hsa-Mir-149_3p* chr2 segs:1-30 cds:+:240456053-240456082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-149_5p,115.0,77.0,233.0,457.0,109.0,390.0,75.0,75.0,65.0,55.0,27.0,122.0,29.0,97.0,16.0,166.0,33.0,203.0,31.0,107.0,29.0,321.0,19.0,504.0,73.0,64.0,141.0,112.0,38.0,121.0,78.0,65.0,355.0,74.0,2401.0,196.0,253.0,173.0,153.0,81.0,125.0,97.0,88.0,2736.0,86.0,134.0,1546.0,97.0
Hsa-Mir-149_5p chr2 segs:1-31 cds:+:240456013-240456043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1a_3p*,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,3.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,14.0,4.0,0.0,12.0,10.0,18.0,0.0,5.0,9.0,18.0,8.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0
